did,name,version,status,format,file_id,default_target_attribute,upload_date,NumberOfInstances,NumberOfFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,dataset_md5_checksum,metadata_response_sha256
44549,ozone-level-8hr_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111311,Class,2022-11-17T18:32:22,2000,73,72,1,d856c564343f0d0b24ab25c0e187d4c3,78536a016dc7abe2ecbddba2cc0f99171ab2e59625dc0c03b237eff6b9e3a709
44550,ozone-level-8hr_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111312,Class,2022-11-17T18:32:26,2000,73,72,1,99534ae1297bce733d055532f9d2ca78,2da21e019ad894cdda107e51fd8ae4fca81d4ced7ec12fda1433fafde48e6dc7
44551,ozone-level-8hr_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111313,Class,2022-11-17T18:32:31,2000,73,72,1,a2d70f009dd5066a53d9c18c6835809e,ca9cd391c1e7c0191436f68fcc45b4e647e3369c471c227b056b50645fc80729
44552,ozone-level-8hr_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111314,Class,2022-11-17T18:32:35,2000,73,72,1,5a628fc4cb08a0d79b517840912a610a,3a90a35a65c65500c2c5a6486825a56d90ada2ef8331bc50a046f7932b374db3
44558,madeline_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111320,class,2022-11-17T18:33:02,2000,101,100,1,4f6c2884952c3898ed69fa36c636288d,a493ea5e858bfed65227cfc443f20de2af13ec59732d9041522948a1c966c3bb
44559,madeline_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111321,class,2022-11-17T18:33:06,2000,101,100,1,15788f82f9569a4c74aaab33eadd54e2,447388cb5d0499d99d5f00edfbf5222f4f5f95f84236ad9fbe6a271c51cac941
44560,madeline_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111322,class,2022-11-17T18:33:11,2000,101,100,1,ca8209f6a7ab460bbac838fab502a906,02f93d9ca1acbeabae6b37e47fc5dea943ffc2322c492bea45a69832bb412102
44561,madeline_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111323,class,2022-11-17T18:33:16,2000,101,100,1,669d49fe1b3aa294b70aedfd47572108,3d0851278369b16bfa790202104d1677faf1193ff252ee6ff9c62a9e0ffa468a
44562,madeline_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111324,class,2022-11-17T18:33:21,2000,101,100,1,ef60c2924bd330420db64ba0868b9019,0123ed85030ae133a9e439e0ef0c53c48e1cbbb69766c5e568530604a50d64cb
44563,philippine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111325,class,2022-11-17T18:33:26,2000,101,100,1,cf0e183a2b4563f2df4bc8238b2dc4ad,7dc31cb56e310f4654917327ff4c6db1b315535b85b02c282aa94c7abc0bec35
44564,philippine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111326,class,2022-11-17T18:33:31,2000,101,100,1,0f90033992932ea966aa0c6312c2207f,c094475115947a0829b413d1ab6185ccd41c76a4d6b285719393113cb1ccb80d
44565,philippine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111327,class,2022-11-17T18:33:35,2000,101,100,1,6ea92a5bdf81576a27376fe0594a502d,05fa1a68ee591d3d6894651cd2d67b1dcfb6edc117678c56604992e905074a1c
44566,philippine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111328,class,2022-11-17T18:33:40,2000,101,100,1,a8551756a3d7fb9cd874072d6739dfb6,b461c1f633b2a6607b465494b435fbaef3dde2ede9d9756b6de28b6b7ea04204
44567,philippine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111329,class,2022-11-17T18:33:45,2000,101,100,1,a9f0e713a834cd38a4b7d38f7bce963a,1c7d70f7a5e16c600f8042985e4761502eb3053ebc3f57a8038b4c371cdf60ec
44568,ada_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111330,class,2022-11-17T18:33:49,2000,49,48,1,0ac3729434b3f8e6017e6b105e1d486b,fcbc6e5dc10405b89b2a60bc3b129fa9bfd6b670a968097edd9482e071514cf6
44569,ada_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111331,class,2022-11-17T18:33:53,2000,49,48,1,eab6744a55d7ba7562b84d64685f4873,804c8c156b02da729ad4b7640e0e76b10d0fec574c119d1076615f72afa4c920
44570,ada_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111332,class,2022-11-17T18:33:57,2000,49,48,1,8ef05cbaa19c46745b57c249ce5f5efb,de3edcd6242719eb87230349f34e6040997789366e0f0d7ae4fc7b56a45ca2f4
44571,ada_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111333,class,2022-11-17T18:34:02,2000,49,48,1,7e42e925a29c9953cca1d4631acb84d5,4114cccdbca097c2ed244ae5c1b45b2d1eef5b9faef747722862ab7cb70e3ce7
44572,ada_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111334,class,2022-11-17T18:34:06,2000,49,48,1,14899fba8c897c771ec5af0d336a5e4c,e7e25cc26bfe6c27fd153bba2f212d49c645db40342f2770eaf6bb56e609bc4b
44573,arcene_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111335,class,2022-11-17T18:34:12,100,101,100,1,14252e60ad027719830a8ec91d8b5e51,7b3c90c014cb7c3953ba82b1a6688b190732113c618a5ca5b3a1658909e8b87f
44574,arcene_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111336,class,2022-11-17T18:34:16,100,101,100,1,015d3f76271d4fce2acaa1c2b08a8822,1dc509fc90a759f65558377f1b76a839249a03b7b0b9bcce6de429352ca588e1
44575,arcene_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111337,class,2022-11-17T18:34:21,100,101,100,1,b1d83bbbf51ed8691515c0a083cd18b3,627f87abd753d23f1503c389abe69a760f8fb32db68c0bd7cfb41f5513f25087
44576,arcene_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111338,class,2022-11-17T18:34:25,100,101,100,1,51986ae38338e356b047214a85d5d654,e400d724b49085412803da4a07c78fe2a4071d6836543312b4f8e01f140167ee
44577,arcene_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111339,class,2022-11-17T18:34:29,100,101,100,1,2e8dedd4b71eaf9dbf8780e0276d5a90,543dfdb391474a88636b47184c408f8dd2eaf97494be57e473c0792238606367
44593,blood-transfusion-service-center_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111355,Class,2022-11-17T18:35:39,748,5,4,1,3fe05af45a800f8ba6fbc9c8d3f2c34f,f6690feb48305b23d71edc80727349d7809f5a2c1a6a2832bfe26ecf0e00cc48
44594,blood-transfusion-service-center_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111356,Class,2022-11-17T18:35:43,748,5,4,1,400a27478050acdb20449104eb3fc53d,201eafddd233cc1836ece6199a42947a262fe3ccb9dac710cbf7bfd5e8a10f2b
44595,blood-transfusion-service-center_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111357,Class,2022-11-17T18:35:47,748,5,4,1,d28e2ca83cca9e183977c11522a36759,ba0fd3158601c63d7adf0c2373b71721da22cc8a59ed915ba2556f5cd8589e55
44596,blood-transfusion-service-center_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111358,Class,2022-11-17T18:35:52,748,5,4,1,3ab6cdcd64e55ecd6f370a59bcf3379d,3a1efcf79402e6439b37bfcdca3425d07bea3b42a84dbccd1ce38652d2db067a
44597,blood-transfusion-service-center_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111359,Class,2022-11-17T18:35:56,748,5,4,1,98327c48ec3df2982da4b922e7dac106,525486ded54d66f50b4e22c604712549766a6fe9d0770a6d193f30910cc29a55
44598,qsar-biodeg_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111360,Class,2022-11-17T18:36:00,1055,42,41,1,7933a60451c14fc81b7f3755abcfe859,f63e30475c59f8e014e9b385799dd14d97c7f7721209a6e9ff1d8a1862daad2c
44599,qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111361,Class,2022-11-17T18:36:06,1055,42,41,1,9255abdf0c1a196ff9c1367861411e4f,706b90368db3246119c31c12eea99111c01e1da0d1984e283b002c2f9955a779
44600,qsar-biodeg_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111362,Class,2022-11-17T18:36:11,1055,42,41,1,3db94bb407d8ed53228b706deeeeeb52,02adbb8fc42a6e4ebda976faee226ca9d7b4a91be2b28b45fba082e26b796ec5
44601,qsar-biodeg_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111363,Class,2022-11-17T18:36:15,1055,42,41,1,4e3cfb32754559a9a0290d9d25bc94cd,aff2eb77e867c3d0985571ac022ad77a53d747ceb3ba1d288feb64710d7ae26b
44602,qsar-biodeg_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111364,Class,2022-11-17T18:36:20,1055,42,41,1,d0ebd00f1dd9821af742bad68a4da8c5,95120b0d1a229feda1cd42c7bd75f5acde054ca73e40a81a953d81635474a177
44608,pc4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111370,c,2022-11-17T18:36:48,1458,38,37,1,cb6dc10f1462f47f69794f9214da6cd8,ec6d9dabe7bde97ef058af803840876b0b1e349ff9bb0cf31e7fc989cc4d3dbc
44609,pc4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111371,c,2022-11-17T18:36:52,1458,38,37,1,5d81761bfb42f15cfce9925f8c1624e4,2029ced3947940a65a46d3201f13c3f252b99396cbe358466799ca1b6a597763
44610,pc4_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111372,c,2022-11-17T18:36:57,1458,38,37,1,91be4d016e10946891beb876289bd80d,a165917314bac2d3e5b4e617711c4fedb5d8927761dcb4e9a27941739c8957ab
44611,pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111373,c,2022-11-17T18:37:01,1458,38,37,1,e227faf9759cdede4c790d4b85c0dc41,5eb8bd25f3d41c51a2f1bf308a34068baf1e940a114ceafc8202e08d004a0821
44612,pc4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111374,c,2022-11-17T18:37:06,1458,38,37,1,825921c157dc7ced1c5243db7ae155e1,d4fe5bc9c65033ef78f38b6d77642bcb5f49eee0bbcbc4dc527737cbe2b989b5
44628,kc1_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111390,defects,2022-11-17T18:38:21,2000,22,21,1,cdb17c3517c909e4604d0b34f9516bcf,050ebe0a29387767a4641bab58ee9e5ca38886ab86f065b12f6729f49f32241c
44629,kc1_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111391,defects,2022-11-17T18:38:26,2000,22,21,1,02ad911b962cce1aba9322f021d6defe,de73cea215ab8ddd444f93296352066b83b4ece33b9845bb890739101e72bae1
44630,kc1_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111392,defects,2022-11-17T18:38:30,2000,22,21,1,f03eef617119fbd9c2f675b9233a4d79,fbb768d69762967ea858c8ab77aae11b417c454cb8f7b116a29af7b9b004da2c
44631,kc1_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111393,defects,2022-11-17T18:38:34,2000,22,21,1,0e9d994312caac8bf1508f2c7a6c934b,132a3f1d127610e12e0e7a8482f08c317c068ac378f5e1ad70a4406b8dfa5143
44632,kc1_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111394,defects,2022-11-17T18:38:39,2000,22,21,1,442646adb7af7edc8f09f3a2a3a8bb27,67403a557beb38168a1af0924f304847b252f7695b53e53c87197506db5d26ea
44643,kr-vs-kp_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111405,class,2022-11-17T18:39:31,2000,37,0,37,ad5c2f3c141078ff3078c304e7d2a5b0,770f851ac16b6dc3333eaf205cb30f24aedcd7c79a396504439024ac319e3385
44644,kr-vs-kp_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111406,class,2022-11-17T18:39:35,2000,37,0,37,dfbc6dd214ca4521a4a8bfdbfbc0b6b9,2f1a46184fdc780e1238d6b13a0d622f84608888fa479aa86dfd17e7a906b38e
44645,kr-vs-kp_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111407,class,2022-11-17T18:39:40,2000,37,0,37,81bfbbf9278339a22c6b12858f75bb1c,c3179a9c84c9ac97cc8d556f47c22c51f50a8609012bddefe4f4357b8ac8d8dc
44646,kr-vs-kp_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111408,class,2022-11-17T18:39:45,2000,37,0,37,c89b432ec2959046468178d78e12c5eb,b3da9207f2cd2f592f17e0f9c20023f7b85a116f1ff85092a1f66bc2d5acda36
44647,kr-vs-kp_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111409,class,2022-11-17T18:39:49,2000,37,0,37,a166644c7f5541eb37af34b0bc4341df,dbd1dc6cdff6f6b8e9da5c67f3379685adc1922dbaa8145bf5a4e9a44ca8d7f1
44648,Internet-Advertisements_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111410,class,2022-11-17T18:39:54,2000,101,0,101,05ec600d6fdbb153c586f519f1ecaeb7,4828c15a67dd94879992f2da3b9f5813b3bfcc329a753707baec7e154a8ffd3f
44649,Internet-Advertisements_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111411,class,2022-11-17T18:39:59,2000,101,0,101,8e007c5bc55c25dd299a814a85cafd3e,f67b1ca17672dc8c142154f596f4a224eb279e30240897890bffe105f9cb24b7
44650,Internet-Advertisements_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111412,class,2022-11-17T18:40:04,2000,101,0,101,0504670b58c99871782c0275ca82ec23,ac9c47f53139d87c44fbd6129fa643c7d9a218e090f8a7f41fb9998d59673963
44651,Internet-Advertisements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111413,class,2022-11-17T18:40:10,2000,101,1,100,de932903cd58364b809a19c6b4dcd9e3,50dc863cdf473b153d12a75aef2f213e4d749bbffb18351ba586084ce7475f02
44652,Internet-Advertisements_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111414,class,2022-11-17T18:40:15,2000,101,0,101,27c27690a9b2ab144f594241ef3de81d,f19fdc93a9daead9131e20adc69e4ed1f86d7082bf1832958dda2d1187861a73
44653,Bioresponse_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111415,target,2022-11-17T18:40:20,2000,101,100,1,078f615890359805bb5891f53bf8b519,78f20c89f90cfbe2f3d8c73f9b4bf73921fe85fbf5c648ebd0851042b326c6d6
44654,Bioresponse_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111416,target,2022-11-17T18:40:25,2000,101,100,1,86a866087aff0d37507b48e119579c1d,e9b4e2dbc34a2603e4baa33bf9958bf47dd070f0e92ea6a5383003dbda77bb5e
44655,Bioresponse_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111417,target,2022-11-17T18:40:30,2000,101,100,1,537e1e0ec2b862598cec2eecff08bdfc,95a166229702156eb321c87d0014f0426e6392cf4485f3936b35e17cab10c04c
44656,Bioresponse_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111418,target,2022-11-17T18:40:34,2000,101,100,1,c3ee925bcb705455c9677cd704fa4819,b573f32bc5fecd296ca65cb12581b55147861b8f9d66f32379d7489cd4194abc
44657,Bioresponse_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111419,target,2022-11-17T18:40:39,2000,101,100,1,8ba81ac8bbe43a2d4a016c800e9e82c3,f729597291808ddb3de730028e7ae9e9f76af5027bb38259af6f7e8e3da7e701
44658,churn_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111420,class,2022-11-17T18:40:44,2000,21,16,5,f03cd2997dccdc4d07f2f19d54d9247c,57f18c7d54dbd2bdf7aa1df975212e22c2e7a66423c89b6aacac486487aad6e8
44659,churn_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111421,class,2022-11-17T18:40:48,2000,21,16,5,8b31f8af071846a245122896cb64c9bd,de94051a8aee0d000dde859f8cb71f911cdf3423d4b8e6b14e6822db3e595adb
44660,churn_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111422,class,2022-11-17T18:40:52,2000,21,16,5,af73e756327539ee71e2d32b50ec55a0,b62db99b0637333bc12508ca93949ec2d51aad4412396dc2c8a99fde80e3fd0f
44661,churn_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111423,class,2022-11-17T18:40:56,2000,21,16,5,a3877348a40f19f95e31af453ee1c8e8,bd340e74dbbfa1b12b7f2ae2053c52ce322a03071f19c81c2dc6c1d70353d116
44662,churn_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111424,class,2022-11-17T18:41:01,2000,21,16,5,2b82b2fef450e6c8f7ae31019e869e49,fc61845857d508f3d384227f8e456215642941f7650d895a88290eb2ed5ba2eb
44673,PhishingWebsites_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111435,Result,2022-11-17T18:41:53,2000,31,0,31,680a1d7a49a93a60ad80e67cce354b6f,026272bedc74c093d37ae20bce694d0b9ca6d41df699bc7133c7b1788e84dae4
44674,PhishingWebsites_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111436,Result,2022-11-17T18:41:58,2000,31,0,31,368ab55e947480d9a2867c0db5ea6d79,41eaf272353cdec166637f4bab17f42c48f8d9bd57ec0c4179ca748bb55461f9
44675,PhishingWebsites_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111437,Result,2022-11-17T18:42:03,2000,31,0,31,67e6ba52fe499c25dca6e8a9222384bf,fa285a3a743cd7a7966d24fc070942788e103695c902a6c2f079874d99b823e9
44676,PhishingWebsites_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111438,Result,2022-11-17T18:42:07,2000,31,0,31,bc41597d7843eb6d88e0bc185fe27664,8b717754c0229a6b6ee4a592529042ba950808131cbae652b7bb4d7ff7c49915
44677,PhishingWebsites_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111439,Result,2022-11-17T18:42:12,2000,31,0,31,97623ae465ee5996f03f2e5fc5a720e5,c786426cac4476305844ed6e55f4a45c1ebe53f3fae7512cd79e68cdeee08219
44678,sylvine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111440,class,2022-11-17T18:42:17,2000,21,20,1,21fb5cfda3430583d26c4ff2a2bb4999,254ab4600be9651d26acce5b65bffeaaf83c0966d88b608383ea60ef802ea990
44679,sylvine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111441,class,2022-11-17T18:42:22,2000,21,20,1,f67e9455ad08568471c63cfb4fea73c9,2294956621000a15286f61ca059b0696fb7b85eabe4abe7cf350100fe4d3e55d
44680,sylvine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111442,class,2022-11-17T18:42:27,2000,21,20,1,17c3fd946c227cba3c2e41641130a9e5,f036b4dead247a31502fa686fc0dd773c942be908177c9affd194d49388ea43a
44681,sylvine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111443,class,2022-11-17T18:42:31,2000,21,20,1,99c96ab92e36e4549cce0174c7b9b0be,c56c639b48e49ff08f4e4a29e92b301708c938c202d5cc01c1572b234f04be79
44682,sylvine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111444,class,2022-11-17T18:42:36,2000,21,20,1,b5f858fc7ea2d3475ccc65b9f44fd77c,d772978a7355bbe009e32531fb687eaa1adb9f20925ea806f7d95a52616c1cba
44683,christine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111445,class,2022-11-17T18:42:41,2000,101,96,5,29fa3ba5f963ec7440a5ae2098316ed5,89aa6f10522c33556c0b192f180d1c4d303660c8640405573c67ed45cfeb61c3
44684,christine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111446,class,2022-11-17T18:42:45,2000,101,96,5,a0571080fda799c211203037e004208c,354e02dc90cdc186ce49c08fa4123f8925cd996421ea6774fa6ab3eb2e63a922
44685,christine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111447,class,2022-11-17T18:42:50,2000,101,97,4,aaa8e49d7d4931b78611f346df3c48be,4baaeb0b4c398dcb909c4d250dec1483332e2c26f6d7e68ecdf7badb3ab04815
44686,christine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111448,class,2022-11-17T18:42:55,2000,101,100,1,da63e7899ccf663e9049658d7e71c769,50f8ed786297d2f0220ad23290c142e520827bb46fd8d57dba76d2de362ca07d
44687,christine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111449,class,2022-11-17T18:43:00,2000,101,99,2,4ff0947350d8b1a46e3cb977c2bb076d,21588e5cbf3d9d5cb482dd6ccbfa1b3e08cb9a8e2b40b4962f19868000031aa5
44693,Satellite_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111455,Target,2022-11-17T18:43:28,2000,37,36,1,454cc4f14df9573be07770e0b45a38f9,e26255c953db7b735ca42dca5d566e1fcd969c81b5710fdb15acf7164121ead6
44694,Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111456,Target,2022-11-17T18:43:33,2000,37,36,1,b04cb9ca2d8fe9d60045754e6dbe6669,a2ac9b499912a7f7d9b62d13ff3900cd2abfa242c7d8face6b8284d298fe272b
44695,Satellite_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111457,Target,2022-11-17T18:43:37,2000,37,36,1,81268df31e9457bc96a41a4720d72a29,29cb953e9fdc8912498a32da8d02631bd23489363af2eadbce795b0b07bb240b
44696,Satellite_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111458,Target,2022-11-17T18:43:42,2000,37,36,1,415a2eb4860c757ce080882f7d9e9328,333ad11faf5eaf49a54425ab7f1d5f0a83cc254be526016a333cf1a9345a2447
44697,Satellite_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111459,Target,2022-11-17T18:43:47,2000,37,36,1,b8ae62199a42a56d458e37bf4e5ce4b3,ce44393998d56fa9cb898e1ff33819aa4a1b4e3330ba119d2a9003b468abea50
44708,Amazon_employee_access_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111470,target,2022-11-17T18:44:40,2000,10,0,10,d7cce83c992c932790f99908031c2511,8e1f1a0ee5404db19deea2be7c0afe56504bd9b3437acbee0aeec068f2804a11
44709,Amazon_employee_access_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111471,target,2022-11-17T18:44:45,2000,10,0,10,09273434a61048015e7bdb1b603f6586,8ca8388daf2dae761f4efa3aa492d0c4a41b98cfd25e73095214df7b6900b3c7
44710,Amazon_employee_access_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111472,target,2022-11-17T18:44:50,2000,10,0,10,b406c6f39f4637bb1607f8ea860ce8d6,60058d40306e4dbb9dc2557dc22d8ccf335f2edd606be46120b16ddf510db185
44711,Amazon_employee_access_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111473,target,2022-11-17T18:44:55,2000,10,0,10,0572e0d4279af987d0e5cdb9dfbf2150,c0a380f7426053257a0b9e46fba2b03c49fec52cc2db93b148a20eeb7e81f4a5
44712,Amazon_employee_access_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111474,target,2022-11-17T18:45:00,2000,10,0,10,9b7e0f790d7262198a3d3ba7951c6d85,60dd3741cb6b7ec69b660641c30600c39efb43366793d16a52465f5e47583333
44713,nomao_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111475,Class,2022-11-17T18:45:05,2000,101,75,26,dd6f8ecca58b1fc72fdaf004061ed476,55ca71b95f9bc36b25dae9a0c878e0c9fca7a943bafdc6df5cb185d3b72da785
44714,nomao_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111476,Class,2022-11-17T18:45:10,2000,101,77,24,b5ecef96181ac4b4aa83df3a915e435f,94ca906bed2e9d4cd245b9ff0291925a1d171751758d4c713d7c9c500bd421f5
44715,nomao_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111477,Class,2022-11-17T18:45:15,2000,101,75,26,90375300d414d8cf5c9079d8ca206507,81fad23abaa573d91f3c69e5f96328a7718d3e1d83731b6ca16a3630eefd251b
44716,nomao_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111478,Class,2022-11-17T18:45:20,2000,101,74,27,500182de00fe377509118ba67a5b5db7,574b2bd9d7e7ba960b82218064787364a15eb2844bc5b8527943d078c10cdfc0
44717,nomao_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111479,Class,2022-11-17T18:45:25,2000,101,74,27,a68c361a5933556c20b309cb7118aea2,40e10ee7559439ca41fe8baede53e7dfbcc60a0d10e68e565a8bbca462376172
44723,adult_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111485,class,2022-11-17T18:45:51,2000,15,6,9,1d18ef77c266a73b6cf333895aa63bba,4220e74dcdba6c6bc4e3b5d533dc029183d7f66253673e1d98d52630706d6bea
44724,adult_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111486,class,2022-11-17T18:45:55,2000,15,6,9,e4d9612951bdb7ff5faa1066af5cb0c1,83d10bdb4b799177af8ef89d19064ca862b89ca1b122dbb1e0d5053e5f986eb9
44725,adult_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111487,class,2022-11-17T18:46:00,2000,15,6,9,2fe5a6363bdce220ad70a0139038efdb,8979cddfb034d3131386498585392e305e88095f1d81fb947515711591311e76
44726,adult_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111488,class,2022-11-17T18:46:04,2000,15,6,9,157ebaf74d50a244eff775506e7c8e09,f538636f44d239e434a64a99ad266e84ec8e26995d056757ce8fa2fa88d498dc
44727,adult_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,active,arff,22111489,class,2022-11-17T18:46:09,2000,15,6,9,f25ec1703d5e374758417d9f2be4d311,0bd375dea29f92ec53117f6713991f4dbb86a3754fb4e4acad687fbb8efbdb56
